season,div,date,time,home_team,away_team,ft_home_goals,ft_away_goals,ft_result,file_source
2019/2020,Torneo De La Liga Profesional,2019-07-27,01:00:00,Racing Club,Union de Santa Fe,0,0,D,temp_new_leagues_data.xlsx
